Kanal;Titel;URL
Chemie - simpleclub;Alcohol - Acid-catalyzed protonation / Unimolecular and bimolecular substitution;https://www.youtube.com/watch?v=LtpV1F4d-kQ
Chemie - simpleclub;Alcohol - Reactions - Oxidation of alcohols;https://www.youtube.com/watch?v=xc51MOJs1OI
Chemie - simpleclub;Calculate pH value;https://www.youtube.com/watch?v=r4yZ37sabP8
Chemie - simpleclub;Electrochemical cell;https://www.youtube.com/watch?v=to4rWQPbUqo
Chemie - simpleclub;Alcohols - Reactions - Deprotonation by Bases and Alkali Metals - Alkoxides;https://www.youtube.com/watch?v=AtoSFpq_r2Y
Chemie - simpleclub;What happens in exothermic and endothermic reactions?!;https://www.youtube.com/watch?v=Xk35-PXBLII
Chemie - simpleclub;Hybridization of Carbon - Overview;https://www.youtube.com/watch?v=23KVdib8wBo
Chemie - simpleclub;Chair conformation - What is it?;https://www.youtube.com/watch?v=mlqEpbDhIG8
Chemie - simpleclub;Kohlenstoff | sp-Hybridiserung (Orbitalmodell);https://www.youtube.com/watch?v=uFfHrFWO7Lo
Chemie - simpleclub;sp hybridization - example ethyne;https://www.youtube.com/watch?v=r2WcAKJkETE
Chemie - simpleclub;The Ideal Gas Law - Example;https://www.youtube.com/watch?v=h57VNiququA
Chemie - simpleclub;Alkynes - Explanation;https://www.youtube.com/watch?v=u9nt-HcJ71Y
Chemie - simpleclub;sp2 hybridization of carbon;https://www.youtube.com/watch?v=rzXVgJ9UAWk
Chemie - simpleclub;Alcohol - Synthesis - Reduction of Aldehydes and Ketones;https://www.youtube.com/watch?v=_11u97QzJF8
Chemie - simpleclub;Alkohol - Herstellung - Grignard Reaktion;https://www.youtube.com/watch?v=tzOGAZLSM9o
Chemie - simpleclub;Alcohol production - Acid-catalyzed hydration;https://www.youtube.com/watch?v=-u9Z7dl5Jek
Chemie - simpleclub;Alkohol - Basics;https://www.youtube.com/watch?v=rXy9kEhdqEk
Chemie - simpleclub;IUPAC nomenclature of alkanes;https://www.youtube.com/watch?v=FQK7n9BJGms
Chemie - simpleclub;Redox Reactions - Advanced;https://www.youtube.com/watch?v=hqOwQtCgTxM
Chemie - simpleclub;Alkene;https://www.youtube.com/watch?v=bnkRS4Jpx_U
Chemie - simpleclub;Ionic Bonding - Introduction;https://www.youtube.com/watch?v=O-ZePNaYn5g
Chemie - simpleclub;Redox reactions - electron transfer;https://www.youtube.com/watch?v=FiZluoF-hrw
Chemie - simpleclub;IUPAC nomenclature of unbranched alkenes;https://www.youtube.com/watch?v=S9JtTs6zgiE
Chemie - simpleclub;Acid-base theory by Arrhenius;https://www.youtube.com/watch?v=KQn-H60_BSY
Chemie - simpleclub;What does Kc value mean?;https://www.youtube.com/watch?v=z8IeyvQ5wFE
Chemie - simpleclub;Atomic and ionic radius in the periodic table - REMAKE;https://www.youtube.com/watch?v=qivPXdS1Nd0
Chemie - simpleclub;Orbital model - Sigma bonds and Pi bonds;https://www.youtube.com/watch?v=igoaN01ZxNs
Chemie - simpleclub;Ionization Energy - REMAKE;https://www.youtube.com/watch?v=rJIVr9iHzvM
Chemie - simpleclub;Metals & Semimetals - REMAKE;https://www.youtube.com/watch?v=UIlCND3AdCI
Chemie - simpleclub;The acid-base principle according to Broensted - REMAKE;https://www.youtube.com/watch?v=UzLNt-0wrJw
Chemie - simpleclub;Calculate pH value - REMAKE;https://www.youtube.com/watch?v=yoMlh_SXMOI
Chemie - simpleclub;What are ampholytes?;https://www.youtube.com/watch?v=ZIGy4Jryv00
Chemie - simpleclub;Le Chatelier - The Principle of Least Constraint - REMAKE;https://www.youtube.com/watch?v=K5B5_rxli28
Chemie - simpleclub;The Periodic Table - Simply Explained - REMAKE;https://www.youtube.com/watch?v=lsVL6Bg4Y9U
Chemie - simpleclub;Orbitalemodell - Sp3 - Hybridisation;https://www.youtube.com/watch?v=VFABCq4xItY
Chemie - simpleclub;Chemical equilibrium;https://www.youtube.com/watch?v=mzEJlWtM_30
Chemie - simpleclub;The reaction quotient Q - Predicting the reaction direction;https://www.youtube.com/watch?v=fU9GBAYJbN8
Chemie - simpleclub;Development of atomic models - REMAKE;https://www.youtube.com/watch?v=ZD2HWNkA6WI
Chemie - simpleclub;Bohr's Atomic Model;https://www.youtube.com/watch?v=aaCrbQcHsDM
Chemie - simpleclub;Oxidation and Reduction - Introduction to the Historical Terms (REMAKE);https://www.youtube.com/watch?v=yLhR_T24R5c
Chemie - simpleclub;Rutherford's scattering experiment;https://www.youtube.com/watch?v=81kI-gmTSrA
Chemie - simpleclub;What are hydrogen bonds? - REMAKE;https://www.youtube.com/watch?v=RcHZUhzK7kY
Chemie - simpleclub;Acid-Base Pairs - REMAKE;https://www.youtube.com/watch?v=FxXISwuj9Rc
Chemie - simpleclub;Van der Waals forces - Intermolecular forces;https://www.youtube.com/watch?v=03eGS6f1vq8
Chemie - simpleclub;Dipole-dipole interaction - REMAKE;https://www.youtube.com/watch?v=4onUjn8xYw8
Chemie - simpleclub;Ionization energy / Ionization energy;https://www.youtube.com/watch?v=-cy2BGV8KEs
Chemie - simpleclub;Die Tollensprobe - Nachweis von Aldehyden - Stoffe Nachweisen im Labor 13;https://www.youtube.com/watch?v=kxXBjZQ1W4I
Chemie - simpleclub;What is Isomerism? - Subgroups & Isomers - Isomerism 1 - Corrected REUPLOAD;https://www.youtube.com/watch?v=akbUocJtLEc
Chemie - simpleclub;Wie zeichne ich die Fischer-Projektion?? - Kohlenwasserstoffe Einführung;https://www.youtube.com/watch?v=o2yGDlGHrbs
Chemie - simpleclub;What is isomerism? - Subgroups & Isomers - Isomerism 1;https://www.youtube.com/watch?v=FiOcTKqElTU
Chemie - simpleclub;How exactly does color work? - Sample problem;https://www.youtube.com/watch?v=k-Uggf3RKrY
Chemie - simpleclub;Hazard instructions in the laboratory;https://www.youtube.com/watch?v=tifJa503yO4
Chemie - simpleclub;Chemical requirements for color;https://www.youtube.com/watch?v=tQ-cpQah7X0
Chemie - simpleclub;Colorants - Classification of inorganic & organic dyes;https://www.youtube.com/watch?v=dHrkvqwOZXA
Chemie - simpleclub;The Lambert-Beer Law;https://www.youtube.com/watch?v=s7ynLpWhfXQ
Chemie - simpleclub;The perfect bath - Richmann's mixing temperature;https://www.youtube.com/watch?v=ZELyqLrWD4o
Chemie - simpleclub;Nachweis von Carbonat;https://www.youtube.com/watch?v=yp1Kmw9QAGo
Chemie - simpleclub;Ring test for the detection of nitrate ions;https://www.youtube.com/watch?v=BrjM2CRgMcI
Chemie - simpleclub;Set up simple chemical reactions REMAKE;https://www.youtube.com/watch?v=weVa4QH6238
Chemie - simpleclub;Exercises on electron configuration;https://www.youtube.com/watch?v=3o63RTXHBh8
Chemie - simpleclub;The value of the elements;https://www.youtube.com/watch?v=aZbXqTqP0GE
Chemie - simpleclub;Oxidation number determination tasks;https://www.youtube.com/watch?v=nGJMYd2_cjU
Chemie - simpleclub;The particle model simply explained;https://www.youtube.com/watch?v=fFxijrGXa2Y
Chemie - simpleclub;Oxidationszahlen bestimmen & Regeln - REMAKE;https://www.youtube.com/watch?v=RnpNrWJ4GOc
Chemie - simpleclub;The Fehling test - detection of aldehydes;https://www.youtube.com/watch?v=LfwKVQi1iRQ
Chemie - simpleclub;Qualitative vs. Quantitative Analysis in Chemistry;https://www.youtube.com/watch?v=XBVtW4qAvus
Chemie - simpleclub;pH-Wert berechnen REMAKE;https://www.youtube.com/watch?v=vVP10qK8lYY
Chemie - simpleclub;Nachweis von Aluminium;https://www.youtube.com/watch?v=CCxssVv97Ag
Chemie - simpleclub;What exactly is a pH value, anyway?!;https://www.youtube.com/watch?v=bfT_OkQpyj4
Chemie - simpleclub;Relative Atommasse;https://www.youtube.com/watch?v=ESpjFUeoHd4
Chemie - simpleclub;Elektronenpaarbindung aka kovalente Bindung;https://www.youtube.com/watch?v=IYjMICnDK50
Chemie - simpleclub;Rare earths  lanthanides and actinides;https://www.youtube.com/watch?v=SMmj2BgfWyI
Chemie - simpleclub;Alkanale,  Alkanone, Aldehyde - REMAKE;https://www.youtube.com/watch?v=NINWCNvJFfg
Chemie - simpleclub;Ab ins Labor - STOP STOP!;https://www.youtube.com/watch?v=JniUB-v6kAk
Chemie - simpleclub;Quecksilber - Wasn das?;https://www.youtube.com/watch?v=Zs9PqvuRpj8
Chemie - simpleclub;Detection of acetate ions;https://www.youtube.com/watch?v=vwnDjRISdq4
Chemie - simpleclub;Nachweis von Borat-Ionen;https://www.youtube.com/watch?v=s11w0L_r10w
Chemie - simpleclub;Transition Elements in the Periodic Table;https://www.youtube.com/watch?v=F4f7xQ82UXQ
Chemie - simpleclub;Oxidation and Reduction - The Theory;https://www.youtube.com/watch?v=cg6gb_GDaFc
Chemie - simpleclub;Oxidation und Reduktion! - Äh... Wat?;https://www.youtube.com/watch?v=NYQ1E3v8Zqs
Chemie - simpleclub;Neutralization - What is neutral and how do you neutralize it?;https://www.youtube.com/watch?v=UgDq5GlucPY
Chemie - simpleclub;The Letter from Uncle - Element Molecules HONClBrIF;https://www.youtube.com/watch?v=ZzDVTAtgsQc
Chemie - simpleclub;Stink test - detection of sulfide ions;https://www.youtube.com/watch?v=YfZepvrNaJA
Chemie - simpleclub;Cross-match - detection of ammonium ions;https://www.youtube.com/watch?v=eDRlDGVW1Qk
Chemie - simpleclub;Nachweis von Kalium als Kaliumperchlorat l TheSimpleChemics;https://www.youtube.com/watch?v=8V-_LpShQgM
Chemie - simpleclub;Detection of chlorine, bromine and iodine - halogen detection;https://www.youtube.com/watch?v=MdVwjzMfTPs
Chemie - simpleclub;Calculations in chemistry - amount of substance, concentration;https://www.youtube.com/watch?v=AZbQ7Rqg1KE
Chemie - simpleclub;Polyaddition - Typical tasks on plastics in the Abitur!;https://www.youtube.com/watch?v=3_TiqCjRAlQ
Chemie - simpleclub;Polycondensation - Typical tasks on plastics in the Abitur!;https://www.youtube.com/watch?v=AfhxU4RGK40
Chemie - simpleclub;Polymerization - Typical Exam Questions on Plastics for the Abitur;https://www.youtube.com/watch?v=6AKSBV9Y5yo
Chemie - simpleclub;Edelgase  Die 8. Hauptgruppe im Periodensystem;https://www.youtube.com/watch?v=7lz5PD61gmo
Chemie - simpleclub;Plastics in the Abitur exam  tips and tricks;https://www.youtube.com/watch?v=jkuvzC_Tdgw
Chemie - simpleclub;Lewis acid-base theory;https://www.youtube.com/watch?v=Art2FUdp55A
Chemie - simpleclub;Acid-Base Crash Course - Summary Chemistry Abitur;https://www.youtube.com/watch?v=8FwB735ePV8
Chemie - simpleclub;Redoxreaktionen - Abitur-Crashkurs;https://www.youtube.com/watch?v=aQNaXLFBqpw
Chemie - simpleclub;Bakelit - Kunststoff einfach erklärt;https://www.youtube.com/watch?v=a5piD-b22II
Chemie - simpleclub;Alkali metals  1st main group in the periodic table #TheSimpleShort;https://www.youtube.com/watch?v=N-qczz_nyOA
Chemie - simpleclub;Removing Rust with Citric Acid - How Does It Work? The Theory;https://www.youtube.com/watch?v=76VIa7wfXOA
Chemie - simpleclub;Superglue - Why doesn't superglue stick in the bottle?;https://www.youtube.com/watch?v=fsbxsKdxih8
Chemie - simpleclub;Make your own film wounds! Chemical magic trick;https://www.youtube.com/watch?v=5DmWWJl1BpY
Chemie - simpleclub;Mixing Cross - The Chemical Bartender;https://www.youtube.com/watch?v=Gufc3CCkZS0
Chemie - simpleclub;Alkaline earth metals - Group 2 of the periodic table #TheSimpleShort;https://www.youtube.com/watch?v=UNdnOe8emEQ
Chemie - simpleclub;Elektrophile Addition an Doppelbindungen (Brom an Ethen);https://www.youtube.com/watch?v=l6YfuLAgo5Q
Chemie - simpleclub;Pharaoh's Serpent - The Theory;https://www.youtube.com/watch?v=T1WNfITP5MY
Chemie - simpleclub;Earth metals aka boron group - 3rd main group in the periodic table #TheSimpleShort;https://www.youtube.com/watch?v=y_HIqmatyEs
Chemie - simpleclub;Sodium in water goes off! - The experiment;https://www.youtube.com/watch?v=pgoDOAyR8e8
Chemie - simpleclub;Natrium in Wasser - Die Erklärung;https://www.youtube.com/watch?v=-BJ_xRUPR6c
Chemie - simpleclub;Carbon group/Tetrel - 4th main group in the periodic table #TheSimpleShort;https://www.youtube.com/watch?v=Ufq6hAKUrV4
Chemie - simpleclub;Blue Bottle Experiment - Wie funktioniert es?;https://www.youtube.com/watch?v=tL6NG0lbwI4
Chemie - simpleclub;Pnictogens / Nitrogen group - 5th main group in the periodic table #TheSimpleShort;https://www.youtube.com/watch?v=TtSHVGNzJwk
Chemie - simpleclub;The Density of CO2 - Floating Soap Bubble Theory;https://www.youtube.com/watch?v=VKiGQO2_F6M
Chemie - simpleclub;First the water, then the acid! - But why?;https://www.youtube.com/watch?v=-U20HLo4puk
Chemie - simpleclub;Chromatography - The Theory;https://www.youtube.com/watch?v=Gn9Qdok_YEg
Chemie - simpleclub;Das Löslichkeitsprodukt;https://www.youtube.com/watch?v=h982Pfm9-tM
Chemie - simpleclub;Burning a banknote - enthalpy of vaporization;https://www.youtube.com/watch?v=YnpSy0f93qM
Chemie - simpleclub;Geldscheine verbrennen! - Chemie Zaubertrick;https://www.youtube.com/watch?v=L7i34cbelFM
Chemie - simpleclub;Chalkogene - 6. Hauptgruppe im Periodensystem #TheSimpleShort;https://www.youtube.com/watch?v=UvQEitb1VcA
Chemie - simpleclub;Electrophilic aromatic substitution;https://www.youtube.com/watch?v=203wcS1D1Kg
Chemie - simpleclub;The Halogens - 7th Main Group in the Periodic Table #TheSimpleShort;https://www.youtube.com/watch?v=uixbDWAek_o
Chemie - simpleclub;Stoichiometric calculation using the example of an explosion;https://www.youtube.com/watch?v=K2M_rhcHs0w
Chemie - simpleclub;Dose sprengen?! - Explosion Benzin-Luft-Gemisch;https://www.youtube.com/watch?v=IGtW5uUa3y8
Chemie - simpleclub;Münzen vergolden & Legierungen - Die Theorie;https://www.youtube.com/watch?v=XwLibwNNwUw
Chemie - simpleclub;Nitrogen dioxide pollutant from cars - #TheSimpleShort;https://www.youtube.com/watch?v=wXZts9ZHxQg
Chemie - simpleclub;How does the red cabbage indicator work? + pH basics;https://www.youtube.com/watch?v=RPcRGgUspRs
Chemie - simpleclub;Water - The Basis of Life - #TheSimpleShort;https://www.youtube.com/watch?v=spz-x3qJwc8
Chemie - simpleclub;Chemical explosions / chain reaction - example: oxyhydrogen gas;https://www.youtube.com/watch?v=AqMsIVmLRHQ
Chemie - simpleclub;Carbon monoxide - The evil gas! - #TheSimpleShort;https://www.youtube.com/watch?v=63VTMVkjLuk
Chemie - simpleclub;Car catalytic converter - what does it do?;https://www.youtube.com/watch?v=5kONwqmbKfc
Chemie - simpleclub;Flammenfärbung - Die Theorie;https://www.youtube.com/watch?v=1iZX-RR_UIE
Chemie - simpleclub;Sodium Chloride - Our Common Table Salt - #TheSimpleShort;https://www.youtube.com/watch?v=tP6i7DdTYnc
Chemie - simpleclub;Crystallization & Solubility - Growing Crystals - Theory;https://www.youtube.com/watch?v=GQsnYaqUdXs
Chemie - simpleclub;Sulfuric acid - the strongest acid? - #TheSimpleShort;https://www.youtube.com/watch?v=SV0upfBVd-Y
Chemie - simpleclub;Chemiluminescence and Fluorescence - The Explanation;https://www.youtube.com/watch?v=-qKgBIF7tAo
Chemie - simpleclub;Chemiluminescence  The Experiment;https://www.youtube.com/watch?v=bVnD1gY34yk
Chemie - simpleclub;The Haber-Bosch Process / Ammonia Synthesis;https://www.youtube.com/watch?v=qXp_Ut4awu0
Chemie - simpleclub;Komplexchemie - Die Benennung;https://www.youtube.com/watch?v=aiwLlbELCSU
Chemie - simpleclub;Carbon dioxide - to blame for global warming? - #TheSimpleShort;https://www.youtube.com/watch?v=1kVenn4Cars
Chemie - simpleclub;Molar concentration - How do you calculate it?;https://www.youtube.com/watch?v=usxFtS2GnXA
Chemie - simpleclub;Nernstgleichung und Konzentrationselemente - Abitur;https://www.youtube.com/watch?v=khyu7_WoLlg
Chemie - simpleclub;Hydrochloric acid - really corrosive - #TheSimpleShort;https://www.youtube.com/watch?v=oHEQrjBaqyM
Chemie - simpleclub;Reading structural formulas / naming alkanes - Basics;https://www.youtube.com/watch?v=X_hOPaMDaVY
Chemie - simpleclub;Electrochemical series / redox series;https://www.youtube.com/watch?v=TTG_LOP3w0A
Chemie - simpleclub;Ammonia - What is it?;https://www.youtube.com/watch?v=s1IPcb15JZQ
Chemie - simpleclub;Electrolysis - What is it? - Abitur;https://www.youtube.com/watch?v=EzBAGN2Jx7Y
Chemie - simpleclub;Phosphorus - For more than just incendiary bombs - #TheSimpleShort;https://www.youtube.com/watch?v=gRfyX48_Xg0
Chemie - simpleclub;Deletion methods - How do I delete something?;https://www.youtube.com/watch?v=gjZAOBeUHxQ
Chemie - simpleclub;LSD - History and Effects;https://www.youtube.com/watch?v=GZwZ4PAAqxc
Chemie - simpleclub;Silver - for killing werewolves? - #TheSimpleShort;https://www.youtube.com/watch?v=YJCg0K5Q-JE
Chemie - simpleclub;Minerals - What do we need them for?;https://www.youtube.com/watch?v=zJae3LuO90c
Chemie - simpleclub;Energy from lemon - Not just for tequila;https://www.youtube.com/watch?v=8dyAtI4FMuk
Chemie - simpleclub;Calcium - Good for the bones? - #TheSimpleShort;https://www.youtube.com/watch?v=lNdnztACPag
Chemie - simpleclub;Electron Affinity - What is it?;https://www.youtube.com/watch?v=Td1q2VddHaM
Chemie - simpleclub;What is gunpowder?;https://www.youtube.com/watch?v=Fl9A5h_e6K4
Chemie - simpleclub;Brom - Evacuate school - #TheSimpleShort;https://www.youtube.com/watch?v=Kc3Q4LMShRw
Chemie - simpleclub;The car battery - How does it work?;https://www.youtube.com/watch?v=qaP69_oU9qc
Chemie - simpleclub;Natrium - Warum zischt es auf dem Wasser? - #TheSimpleShort;https://www.youtube.com/watch?v=GNVNRV-NWRs
Chemie - simpleclub;Detection of multiple binding - It's that easy;https://www.youtube.com/watch?v=bZl5EiXxKLc
Chemie - simpleclub;Asbestos - Why is it so dangerous?;https://www.youtube.com/watch?v=jSULVZ_CCWM
Chemie - simpleclub;Sulfur - awful smell! - #TheSimpleShort;https://www.youtube.com/watch?v=zzOgxHwjZ9I
Chemie - simpleclub;Electronegativity;https://www.youtube.com/watch?v=_KLbBgW32Vw
Chemie - simpleclub;Detergents - Chemistry to the max;https://www.youtube.com/watch?v=ymStEpXwGdo
Chemie - simpleclub;Copper - Only in Pennies? - #TheSimpleShort;https://www.youtube.com/watch?v=H3Pg8sPzVc0
Chemie - simpleclub;Ionization energy - What is it?;https://www.youtube.com/watch?v=PtqtI2EE1DU
Chemie - simpleclub;Superabsorbents  harsh chemicals in diapers;https://www.youtube.com/watch?v=Dt6UYzxoGss
Chemie - simpleclub;Nitrogen - What does it suffocate? - #TheSimpleShort;https://www.youtube.com/watch?v=GvpwfQ9xmx8
Chemie - simpleclub;Classification of isomers;https://www.youtube.com/watch?v=gcmttPUy5WA
Chemie - simpleclub;Secret ink - what's behind it?;https://www.youtube.com/watch?v=sLEIHzlWISQ
Chemie - simpleclub;Iron - More than just nails - #TheSimpleShort;https://www.youtube.com/watch?v=FaW_mXRKONo
Chemie - simpleclub;Cane sugar inversion - what is it?;https://www.youtube.com/watch?v=mMV_ENWpdyw
Chemie - simpleclub;Power to Gas  Energy Storage of the Future? (Fast Forward Science);https://www.youtube.com/watch?v=glNTtJyR_eI
Chemie - simpleclub;Silicon - The computer chip material? - #TheSimpleShort;https://www.youtube.com/watch?v=8ElCE77m4F4
Chemie - simpleclub;Polarimeter - How does it work?;https://www.youtube.com/watch?v=l_G34WeJjgs
Chemie - simpleclub;Artificial trees - How do you get CO2 out of the air?;https://www.youtube.com/watch?v=4R8k0EHgcGM
Chemie - simpleclub;Chlorine - The typical swimming pool smell?! - #TheSimpleShort;https://www.youtube.com/watch?v=NtQfsrOJVKY
Chemie - simpleclub;Aromaten - Einführung;https://www.youtube.com/watch?v=CcXnSB_Y7yo
Chemie - simpleclub;Cigarettes - What's in them?;https://www.youtube.com/watch?v=t8RvsNf3ppg
Chemie - simpleclub;Carbon - Not just important for charcoal! - #TheSimpleShort;https://www.youtube.com/watch?v=9Mwufl_fU5g
Chemie - simpleclub;Why does beer foam when you hit a bottle on it?;https://www.youtube.com/watch?v=QpTX0351xyM
Chemie - simpleclub;Oxygen - How long can you survive without it? - #TheSimpleShort;https://www.youtube.com/watch?v=NiOAneyI-7g
Chemie - simpleclub;Ideale Gasgleichung - Was kann die?;https://www.youtube.com/watch?v=q2LBfTE6LI0
Chemie - simpleclub;Joule-Thomson effect - Why is deodorant cold?;https://www.youtube.com/watch?v=QeeXvVR1weg
Chemie - simpleclub;Gold  How much is there? - TheSimpleShort;https://www.youtube.com/watch?v=Fw-o7YsZRC4
Chemie - simpleclub;Classification of substances - pure substances and mixtures;https://www.youtube.com/watch?v=-q5BkTzBybE
Chemie - simpleclub;Polycondensation - plastics production;https://www.youtube.com/watch?v=28i_5DlbyC4
Chemie - simpleclub;Titration - What do you do?;https://www.youtube.com/watch?v=K7PrbjIkZFg
Chemie - simpleclub;How was rubber discovered?;https://www.youtube.com/watch?v=mCP2c3PN-2k
Chemie - simpleclub;Polyaddition explained - Plastics production;https://www.youtube.com/watch?v=bWh73rCI0O0
Chemie - simpleclub;R and S nomenclature;https://www.youtube.com/watch?v=SKxNs1MF4Xc
Chemie - simpleclub;The Bhopal disaster;https://www.youtube.com/watch?v=4j3n-AWz2UY
Chemie - simpleclub;Polymerization explained - Plastics production;https://www.youtube.com/watch?v=yB_QThdMSvk
Chemie - simpleclub;Enantiomere;https://www.youtube.com/watch?v=es-60Hf9nJE
Chemie - simpleclub;Die fetteste Explosion - Die Explosion des Oppauer Stickstoffwerkes;https://www.youtube.com/watch?v=fm9o6PrTAWU
Chemie - simpleclub;Thermosets - Plastics;https://www.youtube.com/watch?v=_Q0KDYHMxCU
Chemie - simpleclub;Isotope;https://www.youtube.com/watch?v=0tKdDWpuZjY
Chemie - simpleclub;Make your own gold?! - Alchemy;https://www.youtube.com/watch?v=anVO8Y1LlqE
Chemie - simpleclub;Elastomers / Elastoplasts - Plastics;https://www.youtube.com/watch?v=YtdPaDlGrK0
Chemie - simpleclub;Smoldering chip test - detection of oxygen;https://www.youtube.com/watch?v=tBNHabOkMYI
Chemie - simpleclub;Warum stinkt das Stinktier? chemisch betrachtet;https://www.youtube.com/watch?v=D6PFRDe0D-Y
Chemie - simpleclub;Thermodynamic systems;https://www.youtube.com/watch?v=tR1rEQ28gqA
Chemie - simpleclub;Separation process;https://www.youtube.com/watch?v=Euhwe0QhNxs
Chemie - simpleclub;Gibbs-Helmholtz equation and entropy;https://www.youtube.com/watch?v=xPF2hn6DPNg
Chemie - simpleclub;Balancing reaction equations - exercises;https://www.youtube.com/watch?v=HhaZQcWWulQ
Chemie - simpleclub;The 5 most important chemical discoveries;https://www.youtube.com/watch?v=Wf5ay383Aow
Chemie - simpleclub;Thermoplastics  Plastics;https://www.youtube.com/watch?v=Il6hPdAkdfA
Chemie - simpleclub;Air  What is it made of?;https://www.youtube.com/watch?v=G9OuwPRo8MM
Chemie - simpleclub;Smoking at the gas station - is it dangerous?;https://www.youtube.com/watch?v=6GKCiV1HHyE
Chemie - simpleclub;Hess's theorem;https://www.youtube.com/watch?v=zzSzeIe4SlE
Chemie - simpleclub;Viscosity - What is it?;https://www.youtube.com/watch?v=ySXAD3UF7KY
Chemie - simpleclub;How are photos developed?;https://www.youtube.com/watch?v=nxMl_DvMOvk
Chemie - simpleclub;Reaktionsenthalpie - Standardbildungsenthalpie;https://www.youtube.com/watch?v=ifgaQAlL35U
Chemie - simpleclub;Molar volume - what is it?;https://www.youtube.com/watch?v=SDnwoQzY8-k
Chemie - simpleclub;How old is Ötzi? - Radiocarbon dating;https://www.youtube.com/watch?v=CrhdfiPEpu0
Chemie - simpleclub;Buffer equation / Henderson-Hasselbalch equation;https://www.youtube.com/watch?v=Hi_O8oNUrUM
Chemie - simpleclub;Next;https://www.youtube.com/watch?v=q_Sz5cklfmg
Chemie - simpleclub;Aspirin  The headache killer?;https://www.youtube.com/watch?v=EjtiGhoKlkI
Chemie - simpleclub;Find out molecular formulas;https://www.youtube.com/watch?v=X9vV9JYQ_IM
Chemie - simpleclub;What is graphene?;https://www.youtube.com/watch?v=SHL6ONKbbtw
Chemie - simpleclub;reaction speed;https://www.youtube.com/watch?v=HrEtl5mVRmM
Chemie - simpleclub;Dichte  Was ist das?;https://www.youtube.com/watch?v=f1fly9JUxsk
Chemie - simpleclub;The Nobel Prize  The Story of Alfred Nobel;https://www.youtube.com/watch?v=hKwHGyeym34
Chemie - simpleclub;Le Chatelier  The principle of least constraint;https://www.youtube.com/watch?v=Xdwtuh3HeQE
Chemie - simpleclub;Metals and semimetals;https://www.youtube.com/watch?v=bs317IVBqEI
Chemie - simpleclub;Hair, what is it made of?!;https://www.youtube.com/watch?v=Yj9ZIKja62Y
Chemie - simpleclub;Nachweisreaktion CO2 und Wasser;https://www.youtube.com/watch?v=EuQoXNxcG2U
Chemie - simpleclub;diamonds;https://www.youtube.com/watch?v=XZlTFLGE-10
Chemie - simpleclub;Autoprotolysis of water - pH and pOH value;https://www.youtube.com/watch?v=6L_vSyIGdMk
Chemie - simpleclub;Solubility simply explained - Basics;https://www.youtube.com/watch?v=O2ewhsFAArI
Chemie - simpleclub;BREAKING BAD - Making Crystal Meth?!;https://www.youtube.com/watch?v=qOub8j76KJc
Chemie - simpleclub;Determine pH value experimentally;https://www.youtube.com/watch?v=ZZLuo1klIc4
Chemie - simpleclub;What are oxidation numbers?!;https://www.youtube.com/watch?v=5pItd8S7UZU
Chemie - simpleclub;How is biogas produced?;https://www.youtube.com/watch?v=zBFio2iFTqk
Chemie - simpleclub;Calculate pH value;https://www.youtube.com/watch?v=_jAvNrh15sk
Chemie - simpleclub;Simple chemical reactions;https://www.youtube.com/watch?v=66T22cSw-34
Chemie - simpleclub;What is mustard gas?;https://www.youtube.com/watch?v=m4r5rtWl7c8
Chemie - simpleclub;Brønsted acid-base theory;https://www.youtube.com/watch?v=--y5LNJiAlo
Chemie - simpleclub;Mol / Molare Masse;https://www.youtube.com/watch?v=k0yXRRNJDvo
Chemie - simpleclub;Phosphorus bombs  The fire hell;https://www.youtube.com/watch?v=eq-siLjtbtk
Chemie - simpleclub;Proteins;https://www.youtube.com/watch?v=ywN1QY-t99A
Chemie - simpleclub;Boiling point and melting point;https://www.youtube.com/watch?v=1DAm0AU8Rdg
Chemie - simpleclub;Glow sticks - How do they work?;https://www.youtube.com/watch?v=exxUMotr4OA
Chemie - simpleclub;Metallic bonds  simply explained!;https://www.youtube.com/watch?v=Z6L8LD4EV3w
Chemie - simpleclub;Sunscreens - How do they protect?;https://www.youtube.com/watch?v=LZk0okmjDl4
Chemie - simpleclub;Organische Sauerstoffverbindungen - Übersicht;https://www.youtube.com/watch?v=wn5iOsH5H90
Chemie - simpleclub;Molekülorbitale Modell - Wie funktioniert das?!;https://www.youtube.com/watch?v=2MIEe5YLbFM
Chemie - simpleclub;Fertilizer - What is it?;https://www.youtube.com/watch?v=dzwINwVFar0
Chemie - simpleclub;What is tautomerism?!;https://www.youtube.com/watch?v=byTt9Jzz3P0
Chemie - simpleclub;Atomic orbitals / Atomic orbital model;https://www.youtube.com/watch?v=Pw-MeI_kK-0
Chemie - simpleclub;Snow explained - What is snow?!;https://www.youtube.com/watch?v=nKqnniab1NI
Chemie - simpleclub;Chocolate Santa Claus - Why does he taste so good?;https://www.youtube.com/watch?v=UjyO9KgIVrI
Chemie - simpleclub;Candles - How do they work?;https://www.youtube.com/watch?v=9OE978pQjiA
Chemie - simpleclub;Galvanic cell - How does a battery work?;https://www.youtube.com/watch?v=IkJFCAPnecQ
Chemie - simpleclub;Mesomerism of Carboxylate Anions;https://www.youtube.com/watch?v=-3iKXqSOQmU
